minor,minore,module,Magento_AdminNotification
notice,nota,module,Magento_AdminNotification
"Wrong message type","TIpo messaggio errato",module,Magento_AdminNotification
"Wrong notification ID specified.","È stato specificato un ID di notifica errato.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} non è raccomandato utilizzarlo nell'ambiente di produzione per dichiarare URL Base non sicuro / URL Base Sicuro. Consigliamo vivamente di modificare questo valore nella <a href=""%1"">configurazione</a> di Magento.",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1.","Uno o più tipi di cache risultano invalidati: %1.",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Si prega di accedere alla sezione di <a href=""%1"">Gestione cache</a> e di aggiornare i tipi di cache invalidati.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","Non siamo stati in grado di sincronizzare uno o più file media. Consulta il file di log per i dettagli.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","Sincronizzazione dei file multimediali completata.",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","Il tuo server Web è configurato in modo non corretto e consente l'accesso non autorizzato ai file sensibili. Si prega di contattare il proprio fornitore di hosting.",module,Magento_AdminNotification
"System Messages:","Messaggi di sistema:",module,Magento_AdminNotification
"Critical System Messages","Messaggi critici di sistema",module,Magento_AdminNotification
"Major System Messages","Messaggi di sistema principali",module,Magento_AdminNotification
"System messages","Messaggi di sistema",module,Magento_AdminNotification
Close,Chiudi,module,Magento_AdminNotification
"See All (","Vedi tutti (",module,Magento_AdminNotification
unread),"non letti)",module,Magento_AdminNotification
"Show Toolbar","Mostra Toolbar",module,Magento_AdminNotification
"Show List","Mostra lista",module,Magento_AdminNotification
"Use HTTPS to Get Feed","Utilizza HTTPS per ottenere i Feed",module,Magento_AdminNotification
"Update Frequency","Frequenza di aggiornamento",module,Magento_AdminNotification
"Last Update","Ultimo aggiornamento",module,Magento_AdminNotification
Severity,Gravità,module,Magento_AdminNotification
"Date Added","Data Inserimento",module,Magento_AdminNotification
Message,Messaggio,module,Magento_AdminNotification
Actions,Azioni,module,Magento_AdminNotification
"Manage Shopping Cart","Gestisci il carrello",module,Magento_AdvancedCheckout
"Create Order","Crea Ordine",module,Magento_AdvancedCheckout
Back,Indietro,module,Magento_AdvancedCheckout
"Add Products","Aggiungi Prodotti",module,Magento_AdvancedCheckout
"Update Items and Quantities","Aggiornamento articoli e quantità",module,Magento_AdvancedCheckout
"Are you sure you want to clear your cart?","Sei sicuro di voler eliminare i prodotti nel carrello?",module,Magento_AdvancedCheckout
"Clear my shopping cart","Rimuovi tutti i prodotti",module,Magento_AdvancedCheckout
"Add selections to my cart","Aggiungi selezione al carrello",module,Magento_AdvancedCheckout
Cancel,Annulla,module,Magento_AdvancedCheckout
"Shopping Cart for %1 in %2","Carrello per %1 in %2",module,Magento_AdvancedCheckout
"Select products you want to buy","Seleziona i prodotti che desideri acquistare",module,Magento_AdvancedCheckout
Product,Prodotto,module,Magento_AdvancedCheckout
Price,Prezzo,module,Magento_AdvancedCheckout
Quantity,Quantità,module,Magento_AdvancedCheckout
"Products in the Comparison List (%1)","Prodotti da confrontare (%1)",module,Magento_AdvancedCheckout
"Last ordered items (%1)","Ultimi articoli ordinati (%1)",module,Magento_AdvancedCheckout
Products,Prodotti,module,Magento_AdvancedCheckout
ID,ID,module,Magento_AdvancedCheckout
SKU,SKU,module,Magento_AdvancedCheckout
"Recently Compared Products (%1)","Prodotti confrontati di recente (%1)",module,Magento_AdvancedCheckout
"Recently Viewed Products (%1)","Prodotti visti di recente (%1)",module,Magento_AdvancedCheckout
"Add to Shopping Cart by SKU","Aggiungi al carrello tramite SKU",module,Magento_AdvancedCheckout
"Add to Shopping Cart","Aggiungi al carrello",module,Magento_AdvancedCheckout
"Wish List (%1)","Lista desideri (%1)",module,Magento_AdvancedCheckout
Apply,Applica,module,Magento_AdvancedCheckout
Configure,Configura,module,Magento_AdvancedCheckout
"Add to Order by SKU","Aggiungi all'ordine tramite SKU",module,Magento_AdvancedCheckout
"Add to Order","Aggiungi all'Ordine",module,Magento_AdvancedCheckout
"Add Products to Order","Aggiungi prodotti all'ordine",module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> prodotto (i) richiedono attenzione.</span>",module,Magento_AdvancedCheckout
"Remove All","Elimina tutto",module,Magento_AdvancedCheckout
"Only %1%2%3 left in stock","Solo %1%2%3 rimanente in magazzino",module,Magento_AdvancedCheckout
"You can buy up to %1 of these per purchase.","È possibile acquistare %1 di questi prodotti per ogni acquisto.",module,Magento_AdvancedCheckout
"You must buy at least %1 of these per purchase.","È necessario acquistare almeno %1 di questi per ogni acquisto.",module,Magento_AdvancedCheckout
"Specify the product's options.","Specificare le opzioni del prodotto.",module,Magento_AdvancedCheckout
"Alert me when this item is available.","Avvisami quando l'articolo tornerà disponibile.",module,Magento_AdvancedCheckout
"We can't find this customer.","Non riusciamo a trovare questo cliente.",module,Magento_AdvancedCheckout
"Shopping cart management is disabled for this customer.","La gestione del carrello è disabilitata per questo cliente.",module,Magento_AdvancedCheckout
"We can't find this store.","Non è possibile trovare questo negozio.",module,Magento_AdvancedCheckout
Customers,Clienti,module,Magento_AdvancedCheckout
"Shopping Cart",Carrello,module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.","Siamo spiacenti, qualcosa è andato storto. Troverai maggiori informazioni nel log degli errori.",module,Magento_AdvancedCheckout
"You do not have access to this.","Non hai accesso a questo.",module,Magento_AdvancedCheckout
"Ordered item id is not received.","L'Id dell'articolo ordinato non è stato ricevuto.",module,Magento_AdvancedCheckout
"Ordered item is not loaded.","L'articolo ordinato non è stato caricato.",module,Magento_AdvancedCheckout
"Quote item id is not received.","L'articolo quotato non è stato ricevuto.",module,Magento_AdvancedCheckout
"Quote item is not loaded.","L'articolo non è stato caricato.",module,Magento_AdvancedCheckout
"The wish list item id is not received.","L'id del prodotto nella lista desideri non è stato ricevuto.",module,Magento_AdvancedCheckout
"The wish list item is not loaded.","I prodotti della lista desideri non sono stati caricati.",module,Magento_AdvancedCheckout
"An error has occurred. See error log for details.","Si è verificato un errore. Vedere il log degli errori per i dettagli.",module,Magento_AdvancedCheckout
"You cannot configure a product.","Non puoi configurare un prodotto.",module,Magento_AdvancedCheckout
"You removed the items.","Hai rimosso i prodotti.",module,Magento_AdvancedCheckout
"You removed the item.","Hai rimosso il prodotto.",module,Magento_AdvancedCheckout
"You added %1 to your shopping cart.","Hai aggiunto %1 al tuo carrello.",module,Magento_AdvancedCheckout
"You cannot add a product.","Non puoi aggiungere un prodotto.",module,Magento_AdvancedCheckout
"Order by SKU","Ordina tramite SKU",module,Magento_AdvancedCheckout
"SKU not found in catalog.","Identificativo prodotto non trovato nel catalogo.",module,Magento_AdvancedCheckout
"Availability: Out of stock.","Disponibilità: Non disponibile.",module,Magento_AdvancedCheckout
"We don't have as many of these as you want.","Non abbiamo il quantitativo richiesto.",module,Magento_AdvancedCheckout
"You can't add this many to your cart.","Non è possibile aggiungere questo quantitativo al tuo carrello.",module,Magento_AdvancedCheckout
"You need to choose options for your item.","Seleziona le opzioni per il prodotto.",module,Magento_AdvancedCheckout
"We can't add the item to your cart.","Non è possibile aggiungere l'articolo al carrello.",module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","Inserisci un numero effettivo nel campo ""Quantità"".",module,Magento_AdvancedCheckout
"This product is assigned to another website.","Questo prodotto è stato assegnato a un altro sito Web.",module,Magento_AdvancedCheckout
"You can add only enabled products.","È possibile aggiungere solo prodotti abilitati.",module,Magento_AdvancedCheckout
"You cannot upload this file.","Non puoi caricare questo file.",module,Magento_AdvancedCheckout
"The file is empty.","Il file è vuoto.",module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","Non hai inserito lo SKU del prodotto. Si prega di <a href=""%1""> fare clic qui</a> per aggiungere lo SKU dei prodotti.",module,Magento_AdvancedCheckout
"You have not entered a product SKU.","Non hai inserito lo SKU del prodotto.",module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","We can't add a product to cart by id ""%1"".",module,Magento_AdvancedCheckout
"Something went wrong while reordering this product.","Qualcosa è andato storto durante il riordino di questo prodotto.",module,Magento_AdvancedCheckout
"We can't find this wish list.","Non riusciamo a trovare questa lista dei desideri.",module,Magento_AdvancedCheckout
"You added %1 product to your shopping cart.","Hai aggiunto %1 prodotto al tuo carrello.",module,Magento_AdvancedCheckout
"You added %1 products to your shopping cart.","Hai aggiunto %1 prodotti al tuo carrello.",module,Magento_AdvancedCheckout
"%1 product requires your attention.","%1 prodotto richiede la tua attenzione.",module,Magento_AdvancedCheckout
"%1 products require your attention.","%1 prodotti richiedono la tua attenzione.",module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","Sì, per i gruppi cliente specificati",module,Magento_AdvancedCheckout
"Yes, for Everyone","Sì, per tutti",module,Magento_AdvancedCheckout
No,No,module,Magento_AdvancedCheckout
"The file is corrupt.","Il file è danneggiato.",module,Magento_AdvancedCheckout
"Please upload the file in .csv format.","Si prega di caricare il file in formato .csv.",module,Magento_AdvancedCheckout
"%1 item(s) need your attention.","%1 elemento(i) richiede la tua attenzione.",module,Magento_AdvancedCheckout
"Apply Coupon Code","Utilizzare il codice Coupon",module,Magento_AdvancedCheckout
"Remove Coupon Code","Rimuovere il codice Coupon",module,Magento_AdvancedCheckout
Remove,Elimina,module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","Il codice coupon ""%1"" non è valido.",module,Magento_AdvancedCheckout
"Shopping Cart Items","Prodotti nel carrello",module,Magento_AdvancedCheckout
Qty,Qtà,module,Magento_AdvancedCheckout
Subtotal,Subtotale,module,Magento_AdvancedCheckout
Discount,Sconto,module,Magento_AdvancedCheckout
"Row Subtotal","Riga Subtotale",module,Magento_AdvancedCheckout
Action,Azione,module,Magento_AdvancedCheckout
"No ordered items","Nessun articolo ordinato",module,Magento_AdvancedCheckout
"Total %1 product(s)","%1 prodotti totali",module,Magento_AdvancedCheckout
Subtotal:,Subtotale:,module,Magento_AdvancedCheckout
"Please select","Prego selezionare",module,Magento_AdvancedCheckout
"Move to Wish List","Sposta nella lista desideri",module,Magento_AdvancedCheckout
"No item specified.","Nessun elemento specificato.",module,Magento_AdvancedCheckout
"Are you sure you want to remove this item?","Sei sicuro di voler eliminare questo elemento?",module,Magento_AdvancedCheckout
"SKU number","Codice Prodotto",module,Magento_AdvancedCheckout
"Upload File","Carica file",module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","Il file csv deve includere colonne ""sku"" e ""qty"".",module,Magento_AdvancedCheckout
Reset,Reset,module,Magento_AdvancedCheckout
SKU:,SKU:,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","Solo <span id=""%1_max_allowed"">%2</span> in magazzino",module,Magento_AdvancedCheckout
Item,Oggetto,module,Magento_AdvancedCheckout
"See price before order confirmation.","Vedere il prezzo prima della conferma dell'ordine.",module,Magento_AdvancedCheckout
"What's this?","Cos'è questo?",module,Magento_AdvancedCheckout
"Incl. Tax","Tasse incl.",module,Magento_AdvancedCheckout
"Excl. Tax","Tasse escl.",module,Magento_AdvancedCheckout
"Edit item parameters","Modificare i parametri del prodotto",module,Magento_AdvancedCheckout
Edit,Modifica,module,Magento_AdvancedCheckout
"Remove item","Rimuovi il prodotto",module,Magento_AdvancedCheckout
"Products Requiring Attention","Prodotti che richiedono attenzione",module,Magento_AdvancedCheckout
"Add to Cart","Aggiungi al Carrello",module,Magento_AdvancedCheckout
Sku,Sku,module,Magento_AdvancedCheckout
File,File,module,Magento_AdvancedCheckout
"File extensions allowed: .csv","Estensione file ammessi: CSV",module,Magento_AdvancedCheckout
"Add Row","Aggiungi riga",module,Magento_AdvancedCheckout
"Remove Row","Rimuovi riga",module,Magento_AdvancedCheckout
"Add Products By SKU","Aggiungi prodotti per SKU",module,Magento_AdvancedCheckout
"Shopping Cart Management","Gestione Carrello",module,Magento_AdvancedCheckout
"View Shopping Cart","Mostra carrello",module,Magento_AdvancedCheckout
"View and modify Shopping Cart","Visualizza e modifica il carrello",module,Magento_AdvancedCheckout
"Order by SKU Settings","Ordine per impostazioni SKU",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Storefront","Attiva ordine per sku nel ""mio account"" nel frontend",module,Magento_AdvancedCheckout
"Customer Groups","Gruppi cliente",module,Magento_AdvancedCheckout
"Apply Coupon","Applica Coupon",module,Magento_AdvancedCheckout
"Order by SKU Description","Ordina per descrizione SKU",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet","Mostra un link per caricare un foglio di calcolo",module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","Definisce se un link alla pagina Mio Account &gt; Ordine per SKU verrà visualizzato nel widget",module,Magento_AdvancedCheckout
"Link Text","Testo del link",module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","Il testo del link nella pagina Mio account &gt; Ordine per SKU",module,Magento_AdvancedCheckout
"Load a list of SKUs","Carica una lista di SKU",module,Magento_AdvancedCheckout
"Order by SKU Template","Template Ordine per SKU",module,Magento_AdvancedCheckout
"Please correct the data sent.","Si prega di correggere i dati inviati.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","Modello tipo entità '%1' non trovato",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Il modello del tipo di entità deve essere un'istanza di \Magento\CatalogImportExport\Model\Import\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Non ci sono tipi di prodotto disponibili per l'esportazione",module,Magento_AdvancedPricingImportExport
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","La classe %1 non implementa
\Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface",module,Magento_AdvancedRule
"Sales Rule","Regola per le vendite",module,Magento_AdvancedSalesRule
"Index sales rule","Indice della regola per le vendite",module,Magento_AdvancedSalesRule
"Related Search Terms","Termini di ricerca correlate",module,Magento_AdvancedSearch
"Add New Search Term","Aggiungi nuovo termine di ricerca",module,Magento_AdvancedSearch
button_label,button_label,module,Magento_AdvancedSearch
"Missing search engine parameter.","Parametro mancante del motore di ricerca.",module,Magento_AdvancedSearch
"Successful! Test again?","Completato! Testare ancora?",module,Magento_AdvancedSearch
"Connection failed! Test again?","Connessione non riuscita! Testare ancora?",module,Magento_AdvancedSearch
"Enable Search Recommendations","Attiva i suggerimenti di ricerca",module,Magento_AdvancedSearch
"When you enable this option your site may slow down.","Quando attiverai questa opzione il sito potrebbe subire un rallentamento.",module,Magento_AdvancedSearch
"Search Recommendations Count","Conto suggerimenti di ricerca",module,Magento_AdvancedSearch
"Show Results Count for Each Recommendation","Mostra conteggio risultati per ogni suggerimento",module,Magento_AdvancedSearch
"Enable Search Suggestions","Attiva i suggerimenti di ricerca",module,Magento_AdvancedSearch
"Search Suggestions Count","Conteggio suggerimenti di ricerca",module,Magento_AdvancedSearch
"Show Results Count for Each Suggestion","Mostra conteggio risultati per ogni suggerimento",module,Magento_AdvancedSearch
ID,ID,module,Magento_AdvancedSearch
"Search Query","Query di ricerca",module,Magento_AdvancedSearch
Store,Negozio,module,Magento_AdvancedSearch
Results,Risultati,module,Magento_AdvancedSearch
Uses,Utilizzi,module,Magento_AdvancedSearch
"Redirect URL","URL di Reindirizzamento",module,Magento_AdvancedSearch
"Suggested Term","Termini suggeriti",module,Magento_AdvancedSearch
Yes,Sì,module,Magento_AdvancedSearch
No,No,module,Magento_AdvancedSearch
Action,Azione,module,Magento_AdvancedSearch
Edit,Modifica,module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","Chiamata RPC non riuscita, connessione scaduta dopo %time_out.",module,Magento_Amqp
"Message has been rejected: %1","Il messaggio è stato rifiutato: %1",module,Magento_Amqp
"Error while checking if topic is synchronous","Errore durante la verifica se l'argomento è sincrono",module,Magento_Amqp
"We can't find the role for the user you wanted.","Non riusciamo a trovare il ruolo per l'utente desiderato.",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Qualcosa è andato storto durante la compilazione di un elenco di risorse consentite. Puoi trovare ulteriori informazioni nel registro dell'eccezioni.",module,Magento_Authorization
"You created the order.","Hai creato l'ordine.",module,Magento_Authorizenet
"Order saving error: %1","Errore salvataggio ordine: %1",module,Magento_Authorizenet
"Please choose a payment method.","Si prega di scegliere un metodo di pagamento.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","Non possiamo elaborare il vostro ordine in questo momento. Si prega di riprovare più tardi.",module,Magento_Authorizenet
"Unable to place order. Please try again later.","Impossibile effettuare l'ordine. Si prega di riprovare più tardi.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Carta di credito: xxxx-%1",module,Magento_Authorizenet
"amount %1","importo %1",module,Magento_Authorizenet
failed.,"non riuscito.",module,Magento_Authorizenet
successful.,"con successo.",module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net transazione ID %1.",module,Magento_Authorizenet
authorize,authorize,module,Magento_Authorizenet
"authorize and capture","autorizza e trattieni",module,Magento_Authorizenet
capture,trattieni,module,Magento_Authorizenet
refund,rimborso,module,Magento_Authorizenet
void,nullo,module,Magento_Authorizenet
"Gateway error: %1","Errore gateway: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Qualcosa è andato storto nel gateway di pagamento.",module,Magento_Authorizenet
"Invalid amount for capture.","Importo non valido per l'acquisizione.",module,Magento_Authorizenet
"Payment capturing error.","Errore nell'acquisizione del pagamento.",module,Magento_Authorizenet
"Invalid transaction ID.","ID transazione non valido.",module,Magento_Authorizenet
"Payment voiding error.","Errore nell'annullamento del pagamento.",module,Magento_Authorizenet
"Invalid amount for refund.","Importo non valido per il rimborso.",module,Magento_Authorizenet
"Payment refunding error.","Errore di rimborso del pagamento.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","La transazione è stata rifiutata perché la validazione risposta hash non è riuscita.",module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.","Il pagamento non ha funzionato perché non riusciamo a trovare questo ordine.",module,Magento_Authorizenet
"There was a payment authorization error.","C'è stato un errore di autorizzazione del pagamento.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","Si prega di inserire un ID di transazione per autorizzare il pagamento.",module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Qualcosa è andato storto: l'importo pagato non corrisponde al totale dell'ordine. Si prega di risolvere il problema e riprovare.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","La transazione %1 è stata approvata. Importo %2. Lo stato della transazione è ""%3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","La transazione %1 è stata annullata/rifiutata. Lo stato della transazione è ""%2"". Importo %3.",module,Magento_Authorizenet
"Authorize Only","Authorize Only",module,Magento_Authorizenet
"Authorize and Capture","Autorizza e trattieni",module,Magento_Authorizenet
"Unable to get transaction details. Try again later.","Impossibile ottenere i dettagli della transazione. Riprovare più tardi.",module,Magento_Authorizenet
"Credit Card Type","Tipo di carta di credito",module,Magento_Authorizenet
"Credit Card Number","Numero carta di credito",module,Magento_Authorizenet
"Expiration Date","Data di scadenza",module,Magento_Authorizenet
"Card Verification Number","Numero di verifica della carta",module,Magento_Authorizenet
"Fraud Detection","Rilevamento frodi",module,Magento_Authorizenet
"FDS Filter Action","Azione di filtro FDS",module,Magento_Authorizenet
"AVS Response","Risposta AVS",module,Magento_Authorizenet
"Card Code Response","Risposta codice carta",module,Magento_Authorizenet
"CAVV Response","Risposta CAVV",module,Magento_Authorizenet
"Fraud Filters","Filtri di frode",module,Magento_Authorizenet
"Place Order","Effettua l'ordine",module,Magento_Authorizenet
"Authorize.net Direct Post","Authorize.net Direct Post",module,Magento_Authorizenet
Enabled,Abilitato,module,Magento_Authorizenet
"Payment Action","Azione di pagamento",module,Magento_Authorizenet
Title,Titolo,module,Magento_Authorizenet
"API Login ID","API Login ID",module,Magento_Authorizenet
"Transaction Key","Transaction Key",module,Magento_Authorizenet
"Merchant MD5","Merchant MD5",module,Magento_Authorizenet
"New Order Status","Nuovo status ordine",module,Magento_Authorizenet
"Test Mode","Modalità test",module,Magento_Authorizenet
"Gateway URL","URL gateway",module,Magento_Authorizenet
"Transaction Details URL","Url dettagli transazione",module,Magento_Authorizenet
"Accepted Currency","Valuta accettata",module,Magento_Authorizenet
Debug,Debug,module,Magento_Authorizenet
"Email Customer","Email cliente",module,Magento_Authorizenet
"Merchant's Email","Email dle venditore",module,Magento_Authorizenet
"Credit Card Types","Tipi di carta di credito",module,Magento_Authorizenet
"Credit Card Verification","Verifica della carta di credito",module,Magento_Authorizenet
"Payment from Applicable Countries","Pagamento dai paesi applicabili",module,Magento_Authorizenet
"Payment from Specific Countries","Pagamento da Paesi specifici",module,Magento_Authorizenet
"Minimum Order Total","Totale ordine minimo",module,Magento_Authorizenet
"Maximum Order Total","Totale ordine massimo",module,Magento_Authorizenet
"Sort Order",Ordinamento,module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Form Key non valida. Si prega di aggiornare la pagina.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Hai inserito un codice segreto non valido. Si prega di aggiornare la pagina.",module,Magento_Backend
"Cache Storage Management","Gestione dell'archiviazione della cache",module,Magento_Backend
"Flush Magento Cache","Svuota la Cache di Magento",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","La cache storage può contenere dati aggiuntivi. Sei sicuro che si desidera svuotarla?",module,Magento_Backend
"Flush Cache Storage","Svuota Cache Storage",module,Magento_Backend
Invalidated,Invalidata,module,Magento_Backend
Orders,Ordini,module,Magento_Backend
Amounts,Importi,module,Magento_Backend
Bestsellers,"Più venduti",module,Magento_Backend
"Most Viewed Products","Prodotti più visti",module,Magento_Backend
"New Customers","Nuovi Clienti",module,Magento_Backend
Customers,Clienti,module,Magento_Backend
Customer,Cliente,module,Magento_Backend
Guest,Ospite,module,Magento_Backend
Items,Elementi,module,Magento_Backend
Total,Totale,module,Magento_Backend
"Lifetime Sales","Vendite totali",module,Magento_Backend
"Average Order","Ordine medio",module,Magento_Backend
Average,Media,module,Magento_Backend
Product,Prodotto,module,Magento_Backend
Price,Prezzo,module,Magento_Backend
Quantity,Quantità,module,Magento_Backend
Views,Viste,module,Magento_Backend
Revenue,Entrate,module,Magento_Backend
Tax,Tassa,module,Magento_Backend
Shipping,Spedizione,module,Magento_Backend
"Images (.gif, .jpg, .png)","Immagini (. gif,. jpg,. png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Media (.avi, .FLV, .swf)",module,Magento_Backend
"All Files","Tutti i file",module,Magento_Backend
"Reset to Default","Ripristina predefiniti",module,Magento_Backend
"All Store Views","Tutte le Viste Negozio",module,Magento_Backend
"What is this?","Cos'è questo?",module,Magento_Backend
"Save Account","Salva Account",module,Magento_Backend
"My Account","Il mio Account",module,Magento_Backend
"Account Information","Informazioni sull'account",module,Magento_Backend
"User Name","Nome utente",module,Magento_Backend
"First Name",Nome,module,Magento_Backend
"Last Name",Cognome,module,Magento_Backend
Email,Email,module,Magento_Backend
"User Email","Email Utente",module,Magento_Backend
"New Password","Nuova password",module,Magento_Backend
"Password Confirmation","Conferma password",module,Magento_Backend
"Interface Locale","Interfaccia Locale",module,Magento_Backend
"Current User Identity Verification","Verifica dell'identità utente corrente",module,Magento_Backend
"Your Password","La tua Password",module,Magento_Backend
"Save Cache Settings","Salva le impostazioni della Cache",module,Magento_Backend
"Catalog Rewrites","Rewrites catalogo",module,Magento_Backend
Refresh,Aggiorna,module,Magento_Backend
"Images Cache","Immagini Cache",module,Magento_Backend
Clear,Cancella,module,Magento_Backend
"Search Index","Indice di ricerca",module,Magento_Backend
Rebuild,Ricostruisci,module,Magento_Backend
"Inventory Stock Status","Status inventario",module,Magento_Backend
"Rebuild Catalog Index","Ricostruisci l'indice del catalogo",module,Magento_Backend
